Songs_title,lyrics,Unnamed: 0.1,link,duble_check
"자우림 - 스물다섯, 스물하나","바람에 날려 꽃이 지는 계절엔
아직도 너의 손을 잡은 듯 그런 듯 해
그때는 아직 꽃이 아름다운 걸
지금처럼 사무치게 알지 못했어
우 너의 향기가 바람에 실려 오네
우 영원할 줄 알았던
스물다섯 스물하나
그 날의 바다는 퍽 다정했었지
아직도 나의 손에 잡힐 듯 그런 듯 해
부서지는 햇살 속에 너와 내가 있어
가슴 시리도록 행복한 꿈을 꾸었지
우 그날의 노래가 바람에 실려 오네
우 영원할 줄 알았던
지난날의 너와 나
너의 목소리도 너의 눈동자도
애틋하던 너의 체온마저도
기억해내면 할수록 멀어져 가는데
흩어지는 널 붙잡을 수 없어
바람에 날려 꽃이 지는 계절엔
아직도 너의 손을 잡은 듯 그런 듯 해
그때는 아직 네가 아름다운 걸
지금처럼 사무치게 알지 못했어
우 너의 향기가 바람에 실려 오네
우 영원할 줄 알았던
스물다섯 스물하나
우 그날의 노래가 바람에 실려 오네
우 영원할 줄 알았던
지난날의 너와 나
우
우
우 영원할 줄 알았던
스물다섯 스물하나
스물다섯 스물하나",,,
가을방학 - 가끔 미치도록 네가 안고 싶어 질때가 있어,"만약이라는 두 글자가
오늘 내 맘을 무너뜨렸어
어쩜 우린
웃으며 다시 만날 수 있어
그렇지 않니
음악을 듣고 책을 읽고
영화를 보고 사람들을 만나고
우습지만
예전엔 미처 하지 못했던
생각도 많이 하게 돼
넌 날 아프게 하는 사람이 아냐
수 없이 많은 나날들 속을
반짝이고 있어 항상 고마웠어
아무도 이해할 수 없는 얘기겠지만
그렇지만 가끔 미치도록 네가
안고 싶어질 때가 있어
너 같은 사람은 너 밖에 없었어
마음 둘 곳이라곤 없는 이 세상 속에

넌 날 아프게 하는 사람이 아냐
수 없이 많은 나날들 속을
반짝이고 있어 항상 고마웠어
아무도 이해할 수 없는 얘기겠지만
그렇지만 가끔 미치도록 네가
안고 싶어질 때가 있어
너 같은 사람은 너 밖에 없었어
마음 둘 곳이라곤 없는 이 세상 속에",,,
다이나믹 듀오 - 북향(feat.오혁),"내 방 창문은 북쪽을 향해 있어
하루 종일 해가 들지 않어
삭막함에 화분을 키워도
순식간에 시들시들해지잖아
내 방처럼 나도 변해가고 있어
좁고 어둡게 작고 어둡게
이 어둠이 편한지도 몰라
상처가 잘 보이지 않으니까
네가 필요하다고 말하면
과연 네가 와줄까
북향인 내 방
북향인 내 방
내 손을 잡고
어디든지 나가자고 해줄까
북향인 내 방에서
늘 피곤해 낮은 외로워 밤은
내 지금도 감은 두 눈에 단잠은 가뭄
이 어두운 방을 흐르는 시간은
지독히 더디게 가는데
거울 속에 나는
비추지 세월의 빠름 어제와 다름
두 다리는 감금 된 듯
좁은 방구석 만을
계속 맴돌지만 내 맘은 미친 듯
top to the bottom
지금 어딨을까
너는 네가 보고싶어 나는
네가 보고싶어
나는 네가 보고싶어 나는
네게 묻고 싶어
나를 보러 여기로 와줄까를
네 얼굴은 밝고
내 맘은 비 내리는 하늘
해 안 드는 내 방은
낙엽 흩날리는 가을
네 앞에서 떳떳하고 싶은데
그게 아니라 헛헛해
부드럽게 네게 다가가고 싶지만
더럽게 뻣뻣해
온종일 침묵인 전화길
확인할 때마다 섭섭해
한 번씩 서럽게 혼자서 버럭 해
그렇게 오늘도 달 뜨지 덧없게
네가 필요하다고 말하면
과연 네가 와줄까
북향인 내 방
북향인 내 방
내 손을 잡고
어디든지 나가자고 해줄까
북향인 내 방에서
혼자인 게 어쩌면 당연한데
나 또한 그 누구도 찾지 않았기에
여긴 어둡고 밖은 더 화창해보여
난 창백해지고 넌 말짱해보여
해가 왔다 간지도 모르는 방
마음은 암막 같아 막막한 밤
네모난 창과 네모난 전화
밝기만 한데
나의 네모난 작은방은 어두워
네가 필요하다고 말하면
과연 네가 와줄까
북향인 내 방
북향인 내 방
내 손을 잡고
어디든지 나가자고 해줄까
북향인 내 방에서
Take my hands
Take my hands
Take my hands
Take my hands",,,
colde - 벽,"난 넓은 세상 안에 떨어진 새
우리는 모두 나는 법을 모른척해
이건 세상 아닌 작은 새장 같아
난 숨기지 않고서 벽에 낙서를 해
나의 꿈들은 더 높은 곳까지
올라가야만 해서 더 나를 밀어
내가 바랬던 걸 이룰 때까지
멈출 수 없다는 걸 난 알고 있기에
숨을 참고서
나는 날개를 펴
내 앞에 있는 벽을
전부 깨부셔
침묵이 소음을
덮는 밤이 찾아온 뒤
하나 둘 모여서
우린 노래했네
삶이 우리에게 던진 질문들과
그 답을 찾기 위해 쌓아올린 걸 봐
나의 목소리
나의 노랜 시
나의 노랜 빛
너의 마음이
닫히지 않길
기도하는 이
무너지지 않는 벽은 없을 테니
흩날리는 꽃잎처럼 떨어지겠지
우리의 젊음은 돌아갈 수 없는 길
허나 방금까지 내가 걸어왔던 길
그렇게 삶은 이렇듯 허무하게
무너지는 벽이지
그래 나의 목소리
나의 노랜 시
나의 노랜 빛
절대 무너지지 않는 것은
사랑하는 힘
그래 그래
숨을 참고서
나는 날개를 펴
내 앞에 있는 벽을
전부 깨부셔
저 높은 곳까지 올라가고 싶어
가까워지는 태양은 더 나를 비춰
여기 아픈 상처들은 두고 나를 잊어
여기 아픈 기억들은 두고 나를 지워",,,
윤지영 - 언젠가 너와 나(feat.카더가든),"언젠가 너와 나 중에
누굴 선택해야한다면
나는 너를 고르고 멀리 떠날래
그런 나를 이해해줄까
딱히 도망가는 건 아닌데
그냥 그런 나라고 기억해도 돼
사랑했던 건 다시 못보겠지만
차라리 이게 더 나을 거야
내 마음을 모두 다 말해 줄 순 없나 봐
오래 기억될 무얼 남겨줄게
언젠가 너와 나 중에
누가 멈춰서야 한다면
나는 잡은 손을 놓고선 숨을래
그런 내가 미워보일까
미안한 맘이 없진 않은데
그냥 그런 나라고 기억해도 돼
사랑했던 건 다시 못보겠지만
차라리 이게 더 나을 거야
내 마음을 모두 다 말해 줄 순 없나 봐
오래 기억될 무얼 남겨줄게
사랑했던 건 다시 못보겠지만
차라리 이게 더 나을 거야
내 마음을 모두 다 말해 줄 순 없나 봐
오래 기억될 무얼 남겨줄게",,,
김사월 - 로맨스,"내 마음 받으러 올래
난 운전은 못하니 네가 가지러 와
엄청 많으니까 아무 때나 찾아와
사랑 보다 먼저
넌 나를 사랑하라 했잖아
너도 그거 못하잖아
우리를 돕고 싶어
사랑 보다 먼저
넌 나를 사랑하라 했잖아
너도 그거 못하잖아
우리를 돕고 싶어
왜 넌 나를 사랑하지 못해
우리 사랑해야 해
네가 기쁠 만큼
어떻게든 너를 행복하게 할 거야
사랑 보다 먼저
넌 나를 사랑하라 했잖아
너도 그거 못하잖아
우리를 돕고 싶어
사랑 보다 먼저
넌 나를 사랑하라 했잖아
너도 그거 못하잖아
우리를 돕고 싶어
사랑 보다 먼저
넌 나를 사랑하라 했잖아
너도 그거 못하잖아
우리를 돕고 싶어
사랑 보다 먼저
넌 나를 사랑하라 했잖아
너도 그거 못하잖아
우리를 돕고 싶어",,,
Verandah Project - 기필코,"왜이렇게 안풀려 하루종일
책상앞에 앉아 머릴 싸메고 울어도
왜이럴까 모두 뻔한 얘기
어디선가 한번
들어본것 같은 얘기들
나 초조해 나 겁이나
이제는 바닥이 나버린걸까
딱 한살만 어려도
좀더 쉬울것만 같아
이대로 그냥 멈출 순 없잖아
절대로 아무렇게 나는 안돼
그럴 순 없어
제대로 내가 맘에 들때까지
기필코 나는 해내고 말테야

왜이렇게 하고픈 일이 많아
벌써 몇시간째
엄한 잡생각뿐인지
무얼할까 어딜 놀러갈까
절로 한숨이나
누가 나 대신 좀 해줬으면
참 막막해 참 답답해
왜 나는 천재과가 아닌걸까
딱 하루만 더 있음
좀 더 잘할 것만 같아
그래도 내가 제일 잘 하는 일
그토록 내가 바랬던 나의 꿈
내 삶의 이유
이대로 도망칠 수는 없잖아
기필코 나는 해내고 말테야
가자 가자 끝을 향해
이대로 그냥 멈출 순 없잖아
절대로 아무렇게 나는 안돼
그럴 순 없어
제대로 내가 맘에 들때까지
내일의 내가 부끄럽지 않게
그래도 내가 제일 잘 하는 일
그토록 내가 바랬던 나의 꿈
내 삶의 이유
이대로 후회할 수는 없잖아
기필코 나는 해내고 말테야
누가 뭐래도
뭐래도 내가 선택한 나의 길
그토록 내가 바랬던 나의 꿈
내 삶의 이유
이대로 물러 수는 없잖아",,,
딕펑스 - 바래져,"한장 두장씩 책을 넘기다 무심코
머문 그 페이지에는 니가 남겨둔
짧은 편지가 남겨져 있어
날 힘들게 해
사랑한다고 좋아한다고 빼곡히
적힌 그 한 구석엔 아직도 너의
향기가 나 지금도 거기 머물러서
널 기다리던 날들 밝은 빛이
비추고 널 놓지 못한 아직
잡고있던 기억들이
바래져 바래져
추억은 항상 그 곳에 머물러
못본척 살던 나를 괴롭히고 잊은척
살던 날 힘들게 해 아직도
거기 머물러서
널 기다리던 날들 밝은 빛이
비추고 널 놓지 못한 아직
잡고있던 기억 들이
바래져 바래져
바래져 바래져
바래져
추억은 항상 그곳에 머물러",,,
AKMU - 시간과 낙엽,"맨발로 기억을 거닐다
떨어지는 낙엽에
그간 잊지 못한 사람들을 보낸다
맨발로 기억을 거닐다
붉게 물든 하늘에
그간 함께 못한 사람들을 올린다
시간은 물 흐르듯이 흘러가고
난 추억이란 댐을 놓아
미처 잡지 못한 기억이 있어
오늘도 수평선 너머를 보는 이유
맨발로 기억을 거닐다
날 애싸는 단풍에
모든 걸 내어주고
살포시 기대본다
맨발로 기억을 거닐다
다 익은 가을내에
허기진 맘을 붙잡고
곤히 잠이 든다
가슴의 꽃과 나무 시들어지고
깊게 묻혀 꺼내지 못할 기억
그 곳에 잠들어 버린
그대로가 아름다운 것이
슬프다 슬프다
맨발로 기억을 거닐다
노란 은행나무에
숨은 나의 옛날 추억을 불러본다
맨발로 기억을 거닐다
불어오는 바람에
가슴으로 감은 눈을 꼭 안아본다",,,
아이유 - 소격동,"나 그대와 둘이 걷던
그 좁은 골목계단을 홀로 걸어요
그 옛날의 짙은 향기가
내 옆을 스치죠
널 떠나는 날 사실 난
등 밑 처마 고드름과 참새소리
예쁜 이 마을에 살 거예요
소격동을 기억하나요
지금도 그대로 있죠
아주 늦은 밤 하얀 눈이 왔었죠
소복이 쌓이니 내 맘도 설레었죠
나는 그 날 밤 단 한숨도 못 잤죠
잠들면 안돼요
눈을 뜨면 사라지죠
어느 날 갑자기 그 많던 냇물이
말라갔죠
내 어린 마음도 그 시냇물처럼
그렇게 말랐겠죠
너의 모든 걸 두 눈에 담고 있었죠
소소한 하루가 넉넉했던 날
그러던 어느 날 세상이 뒤집혔죠
다들 꼭 잡아요
잠깐 사이에 사라지죠
잊고 싶진 않아요
하지만 나에겐
사진 한 장도 남아있지가 않죠
그저 되뇌이면서 되뇌이면서
나 그저 애를 쓸 뿐이죠
아주 늦은 밤 하얀 눈이 왔었죠
소복이 쌓이니 내 맘도 설레었죠
나는 그 날 밤 단 한숨도 못 잤죠
잠들면 안돼요
눈을 뜨면 사라지죠",,,
문문 - 애월,"사랑을 말하거나
바다를 바라볼 때
눈가가 시려 오면
어른이 된 거래요
겁이 참 많았어요
내가 더 빠질까 봐
눈가가 시리네요
어른이 됐나 봐요
그 시절에 나는
너에게 빠져
주정뱅이 같은
노랠 했어요
좋아했나 봐요
많이 많이요
다시 생각해도
아찔한 걸 보니
내 모든 것들이
부서져도
남은 건 너 하나
일 거예요
끝에 와야 아는
내 사랑 처음
짧았던 봄으로
널 기억해요
날 보는 눈이
차가웠어도
온기 잃지 말고
따뜻해 줘요
바람이 차다거나
태양이 짧아질 때
코끝이 찡해오면
어려 진거래요
별이 참 많았어요
구월에 작은 섬엔
코끝이 찡하네요
어려 졌나 봐요
우리들의 밤은
우주가 만든
대사 하나 없는
영화 였어요
그리운가봐요
많이 많이요
낮과 밤이 바뀌어
괴로울 만큼
내 남은 것들이
없어져도
아련한 그대를
지켜줘요
눈에 담고 사는
내 사랑 처음
그때에 그대로
있을게요
어색한 눈빛과
표정으로
자주 쉬곤 했던
목소리까지
그때에 그대로 있을게요
그때에 그대로 있을게요",,,
스텔라장 - 그대는 그대로,"그대가 속한 세상이
그대를 지치게 하고
그대가 그대가 아닌
사람이기를 강요하네
그대가 속한 세상엔
많은 사람들이 있고
많은 사람들 가운데
나라는 한 사람이 있네
세상의 어둠이 짙어
그대가 길을 잃을 때
내가 빛이 되고 싶어
그대는 그대로
그냥 그대인 채로 남으면 돼
그대가 속한 세상에
나라는 사람이 있네
그대가 그대다움에
난 그댈 보며 미소 짓네
세상의 어둠이 짙어
그대가 길을 잃을 때
내가 빛이 되고 싶어
그대는 그대로
그냥 그대인 채로 남으면 돼
그대는 그대로
그대는 그대로
세상의 어둠이 짙어
그대가 길을 잃을 때
내가 빛이 되고 싶어
그대는 그대로
그냥 그대인 채로 남으면 돼",,,
좋아서하는밴드 - 1초 만에 만나는 방법,"별이 총총총 빛나던 밤에
새까만 하늘 아래 단 둘이서 앉아
그 별이 모두 사라질 때까지
함께 지샌 밤이 참 그립구나
고갤 들어서 하늘 바라보면
총총 빛나던 별은 모두 어디 갔니
눈을 감고서 다시 바라보면
그 밤 그 별이 앞에 있구나
모두 보이는 대로 믿는 세상이지만
때론 눈을 감아야 알 수 있지
모두 똑같은 얼굴 속에 숨은 마음들
때론 눈을 감아야 볼 수 있어
넌 지금 내 앞에 없지만
이 눈을 감으니 나의 품속에 있네
난 지금 네 앞에 없지만
이 눈을 감으니 너의 품속에 있네
모두 보이는 대로 믿는 세상이지만
때론 눈을 감아야 알 수 있지
모두 똑같은 얼굴 속에 숨은 마음들
때론 눈을 감아야 볼 수 있어
너와 날 가르던 그 날의 밤공기
감았다 떠봐도 여전히 넌 그 자리에
날 보며 날 바라보며
서 있을 것만 같아
넌 지금 내 앞에 없지만
이 눈을 감으니 나의 품속에 있네
난 지금 네 앞에 없지만
이 눈을 감으니 너의 품속에 있네",,,
AKMU - 그때 그 아이들은,"지친 꿈을 이끌고 계속 걷다 보니
첫발을 함께 떼어 달려왔던
친구들이 곁에 없다는 걸
어느 순간 깨닫게 되지
함께 이뤄갈까 성공해 다시 보자
지금쯤 현실의 처음을 겪고 있다면
그때완 다른 웃음 짓고 있으려나
그땐 함께 영원할 것만 같았지
어렸던 세상을 걷어내면
비탈지던 저 좁은 길가로 흩어져
화려하고 순수했던 꿈
너의 두 손에 넘쳐 흘렀던 그 한 움큼은
꼭 쥐고 살아가길
나로 시작될 거야 하늘을 날아보자
지금쯤 턱 막힌 장벽에 날개를 숨긴
그때 그 아이들과 우리의 꿈이
그땐 함께 영원할 것만 같았지
어렸던 세상을 걷어내면
비탈지던 저 좁은 길가로 흩어져
화려하고 순수했던 꿈
너의 두 손에 넘쳐 흘렀던 그 한 움큼과
그 두 손 모아 기도했던 시간이
이루어질 수 있도록
그땐 함께 이룰 거라고 믿었지
작은 손과 발로 서로를 잡고
뛰던 세상이 다였던 우리 어린 시절의
간절하고 행복했던 꿈
너의 두 손에 넘쳐 흘렀던 그 한 움큼은
꼭 쥐고 살아가길
서투른 삶 걸음으로 상처를 입고
새로운 만남에 세상이 낯설어도
훗날 모두 이뤄 보일거야
내가 알던 그때 그 아이들은",,,
